customer_id,name,age,city,product_type,annual_income,monthly_salary,credit_score,credit_utilization,savings_change_pct,loan_amount,monthly_emi,current_salary_delay_days,risk_score,risk_level,suggested_action,ability_score,willingness_score,rare_case_type,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-100115,Saanvi Reddy,42,Delhi,Personal Loan,3032290,252690.83,633,16.9,4.08,4603876.0,191828.17,2,17,Low,Standard Monitoring,61,45,Normal,Business,5425-8039-7806,POBP9866T,2020-12-03
CUSR-100116,Arjun Reddy,24,Pune,Credit Card,4614781,384565.08,757,42.17,7.48,2895249.0,80423.58,0,22,Low,Standard Monitoring,69,73,Normal,Business,6098-9905-2284,RBAP6736C,2021-12-15
CUSR-100117,Diya Verma,25,Ahmedabad,Gold Loan,1058115,88176.25,604,64.02,-40.22,3563179.0,59386.32,1,65,High,🛡️ Wellness: Savings Protection,63,64,Normal,Salaried,6793-1456-2557,OBDP9675K,2023-08-13
CUSR-100118,Riya Deshmukh,48,Delhi,Home Loan,3071955,255996.25,820,23.96,8.51,4937608.0,411467.33,2,20,Low,Standard Monitoring,85,66,Normal,Self-Employed,6153-3886-3214,BARP1325X,2024-01-15
CUSR-100119,Aditya Verma,44,Ahmedabad,Home Loan,4020547,335045.58,800,12.87,10.41,4399339.0,73322.32,2,15,Low,Standard Monitoring,27,79,Victim of Circumstance,Self-Employed,2130-8321-1690,CJEP8992C,2021-12-29
CUSR-100120,Arjun Malhotra,55,Kolkata,Gold Loan,1313720,109476.67,626,22.93,-2.06,1284242.0,53510.08,12,46,High,Standard Monitoring,37,54,Normal,Business,8460-9880-9076,TQYP1960P,2023-07-26
CUSR-100121,Saanvi Iyer,45,Mumbai,Auto Loan,677754,56479.5,618,28.77,7.27,1903862.0,158655.17,1,19,Low,Standard Monitoring,48,87,Normal,Self-Employed,8461-9153-5185,WTCP3102A,2020-03-22
CUSR-100122,Kiara Verma,37,Pune,Gold Loan,4776644,398053.67,840,20.94,10.39,4399153.0,366596.08,0,13,Low,Standard Monitoring,55,50,Normal,Salaried,7463-1407-9036,APNP3214L,2019-09-06
CUSR-100123,Aditya Bose,55,Kolkata,Home Loan,3686726,307227.17,801,21.39,-6.23,1061776.0,88481.33,15,56,High,Standard Monitoring,42,64,Normal,Salaried,5814-7649-6742,MFUP9777W,2022-01-01
CUSR-100124,Vihaan Nair,28,Mumbai,Gold Loan,4891004,407583.67,707,27.73,2.74,4060618.0,338384.83,2,21,Low,Standard Monitoring,59,63,Normal,Salaried,5896-6190-8023,GAIP8698H,2024-05-19
CUSR-100125,Sai Patel,26,Jaipur,Gold Loan,4009030,334085.83,746,67.94,-19.39,2668620.0,111192.5,1,50,High,Standard Monitoring,43,41,Normal,Salaried,7927-8415-1904,DJMP1381X,2020-06-15
CUSR-100126,Diya Chatterjee,32,Mumbai,Credit Card,2552179,212681.58,675,46.26,-16.93,2057245.0,85718.54,2,42,Medium,Standard Monitoring,56,75,Normal,Business,6172-7954-5611,FAJP1753V,2022-07-23
CUSR-100127,Aaryan Aggarwal,44,Mumbai,Auto Loan,1575154,131262.83,820,98.65,-13.49,854279.0,71189.92,2,87,Critical,🔒 Shield: Limit Cap at 98%,79,25,Strategic Defaulter,Self-Employed,5049-5713-8763,TVIP3364X,2019-06-21
CUSR-100128,Ishaan Kapoor,47,Bangalore,Home Loan,3260313,271692.75,838,45.25,-18.06,3922627.0,65377.12,0,38,Medium,Standard Monitoring,61,88,Normal,Self-Employed,5006-3594-6216,RNDP2320A,2023-02-16
CUSR-100129,Sara Reddy,32,Bangalore,Home Loan,3287322,273943.5,777,41.22,5.81,3254948.0,90415.22,1,24,Low,Standard Monitoring,84,77,Normal,Business,9590-3409-1551,MOKP7008G,2024-09-27
CUSR-100130,Aditya Sharma,58,Ahmedabad,Personal Loan,2542740,211895.0,812,25.16,10.05,3176203.0,264683.58,0,15,Low,Standard Monitoring,33,53,Normal,Self-Employed,9144-4845-6571,IDDP7491X,2019-10-30
CUSR-100131,Kabir Kapoor,60,Pune,Auto Loan,1967822,163985.17,831,49.38,-29.21,4764966.0,132360.17,0,48,High,Standard Monitoring,70,41,Normal,Salaried,1027-6664-9397,FDLP3150E,2017-05-17
CUSR-100132,Sara Iyer,34,Bangalore,Auto Loan,2121845,176820.42,610,40.29,8.14,3768937.0,157039.04,0,21,Low,Standard Monitoring,23,96,Victim of Circumstance,Business,9128-1368-5837,UQKP2138X,2024-09-29
CUSR-100133,Kiara Bose,39,Delhi,Credit Card,1331100,110925.0,834,36.59,8.69,2012049.0,33534.15,0,20,Low,Standard Monitoring,84,73,Normal,Self-Employed,2793-7266-1130,YXDP7503W,2018-05-13
CUSR-100134,Arjun Nair,52,Hyderabad,Home Loan,3036941,253078.42,758,39.18,9.6,4164409.0,347034.08,1,23,Low,Standard Monitoring,83,55,Normal,Salaried,7787-3177-1099,PAWP9009K,2016-07-19
CUSR-100135,Sai Kapoor,29,Ahmedabad,Home Loan,2199013,183251.08,709,14.37,-1.91,133169.0,2219.48,12,42,Medium,Standard Monitoring,77,60,Normal,Business,2824-6456-5462,FHIP4244W,2023-11-19
CUSR-100136,Shaurya Aggarwal,24,Jaipur,Personal Loan,1657268,138105.67,827,66.02,-43.18,4927794.0,136883.17,1,68,High,🛡️ Wellness: Savings Protection,31,46,Normal,Self-Employed,9096-1740-2384,CDXP4871N,2023-09-27
CUSR-100137,Vihaan Kapoor,38,Chennai,Gold Loan,3219068,268255.67,766,17.78,6.12,3811354.0,105870.94,1,15,Low,Standard Monitoring,36,92,Victim of Circumstance,Business,2132-8916-4195,CHOP7011P,2019-08-17
CUSR-100138,Aaryan Gupta,50,Ahmedabad,Personal Loan,940032,78336.0,754,32.65,8.3,3364019.0,140167.46,0,18,Low,Standard Monitoring,54,58,Normal,Self-Employed,2404-9802-4844,DLUP4046J,2019-02-25
CUSR-100139,Ishaan Gupta,57,Delhi,Gold Loan,3039034,253252.83,691,97.6,-8.89,4339750.0,361645.83,0,87,Critical,🔒 Shield: Limit Cap at 97%,20,73,Victim of Circumstance,Salaried,8675-3811-3257,DQDP2588B,2020-02-24
CUSR-100140,Kabir Joshi,29,Ahmedabad,Auto Loan,2237865,186488.75,735,66.74,-25.83,4463227.0,74387.12,1,55,High,Standard Monitoring,40,67,Normal,Self-Employed,4891-8623-6172,VGBP6329O,2018-08-20
CUSR-100141,Vihaan Kapoor,60,Delhi,Gold Loan,2822692,235224.33,839,35.85,9.24,179773.0,2996.22,2,24,Low,Standard Monitoring,26,61,Normal,Salaried,6870-5725-8316,BNXP6174I,2017-10-12
CUSR-100142,Kiara Nair,57,Delhi,Personal Loan,4030843,335903.58,842,74.63,-36.01,1333308.0,37036.33,0,64,High,🛡️ Wellness: Savings Protection,79,86,Normal,Self-Employed,4249-9591-3403,TYDP7487V,2018-09-22
CUSR-100143,Kiara Reddy,60,Jaipur,Personal Loan,4559139,379928.25,778,27.55,6.39,4113129.0,171380.38,2,21,Low,Standard Monitoring,42,84,Normal,Self-Employed,9294-8112-9951,FQIP4255B,2023-05-16
CUSR-100144,Aaryan Patel,41,Kolkata,Personal Loan,2471850,205987.5,773,90.28,-11.0,263536.0,21961.33,3,57,High,🔒 Shield: Limit Cap at 90%,54,36,Normal,Self-Employed,8925-6610-6244,MYTP3572W,2017-08-11
CUSR-100145,Kabir Chatterjee,62,Ahmedabad,Personal Loan,4661806,388483.83,687,42.58,5.61,313058.0,26088.17,0,22,Low,Standard Monitoring,58,60,Normal,Self-Employed,1555-8001-6078,IPNP9933Y,2019-02-11
CUSR-100146,Ishani Nair,36,Chennai,Personal Loan,1460825,121735.42,613,14.91,3.37,2803730.0,116822.08,2,16,Low,Standard Monitoring,55,40,Normal,Business,9689-2537-8500,NMRP6207U,2019-11-15
CUSR-100147,Ananya Reddy,40,Bangalore,Gold Loan,3404154,283679.5,808,12.26,4.83,4808200.0,80136.67,0,10,Low,Standard Monitoring,46,81,Normal,Business,6760-4039-7810,CPQP5235C,2020-07-24
CUSR-100148,Aaryan Iyer,57,Jaipur,Gold Loan,4887436,407286.33,798,15.87,-7.0,457647.0,38137.25,10,42,Medium,Standard Monitoring,49,68,Normal,Salaried,2058-6392-7718,QWBP6431G,2017-08-10
CUSR-100149,Aaryan Sharma,46,Mumbai,Auto Loan,2251368,187614.0,815,22.83,9.76,3762677.0,313556.42,0,14,Low,Standard Monitoring,69,89,Normal,Self-Employed,4797-3834-3660,MTIP6672C,2017-10-07
CUSR-100150,Anvi Kapoor,22,Delhi,Credit Card,1262397,105199.75,744,92.73,-8.75,2889757.0,240813.08,2,54,High,🔒 Shield: Limit Cap at 92%,73,66,Normal,Business,2460-6435-9086,TUQP7195P,2021-12-06
CUSR-100151,Krishna Verma,30,Lucknow,Gold Loan,4367335,363944.58,706,94.61,-6.33,3761841.0,104495.58,0,48,High,🔒 Shield: Limit Cap at 94%,66,69,Normal,Salaried,8730-3861-5514,VCIP3529R,2024-11-03
CUSR-100152,Kabir Verma,33,Kolkata,Credit Card,2323331,193610.92,758,27.11,8.47,2220387.0,185032.25,2,21,Low,Standard Monitoring,27,69,Normal,Business,3902-1383-7641,PEAP2531M,2018-02-12
CUSR-100153,Myra Nair,51,Pune,Gold Loan,3170541,264211.75,734,26.84,-4.39,541131.0,15031.42,18,64,High,📞 Call Myra Nair: Salary Delay Relief,84,33,Strategic Defaulter,Salaried,3968-8401-5466,DLKP4654A,2020-01-02
CUSR-100154,Myra Iyer,59,Mumbai,Auto Loan,3448759,287396.58,730,32.44,2.04,2505377.0,41756.28,1,20,Low,Standard Monitoring,77,60,Normal,Salaried,6296-4290-1934,RUTP6691M,2017-11-05
CUSR-100155,Shaurya Patel,27,Kolkata,Gold Loan,2153492,179457.67,828,64.87,-23.53,2246818.0,93617.42,1,52,High,Standard Monitoring,57,51,Normal,Self-Employed,1276-2598-7498,XWSP4074I,2017-12-28
CUSR-100156,Kiara Singh,42,Ahmedabad,Gold Loan,2381437,198453.08,720,57.52,-37.37,3787742.0,105215.06,3,65,High,🛡️ Wellness: Savings Protection,23,75,Victim of Circumstance,Salaried,4096-1470-7352,PWEP7455D,2016-11-05
CUSR-100157,Saanvi Kapoor,41,Pune,Home Loan,2998343,249861.92,831,88.05,-10.09,994284.0,82857.0,0,48,High,🔒 Shield: Limit Cap at 88%,75,81,Normal,Business,4890-7589-4800,XJHP2254B,2017-07-19
CUSR-100158,Ananya Kapoor,51,Pune,Credit Card,3891792,324316.0,691,29.44,10.6,3178852.0,88301.44,1,19,Low,Standard Monitoring,70,56,Normal,Self-Employed,3639-2396-3567,JDVP7295P,2017-01-03
CUSR-100159,Riya Joshi,36,Mumbai,Auto Loan,695747,57978.92,675,91.32,-6.32,1321622.0,55067.58,4,57,High,🔒 Shield: Limit Cap at 91%,76,48,Normal,Business,1561-6930-6452,OQKP9476K,2020-05-06
CUSR-100160,Shaurya Chatterjee,60,Delhi,Personal Loan,1072805,89400.42,616,31.51,8.21,2654309.0,73730.81,1,20,Low,Standard Monitoring,70,90,Normal,Self-Employed,7978-9337-9960,UEDP3665C,2021-06-23
CUSR-100161,Aadhya Sharma,52,Hyderabad,Home Loan,4120940,343411.67,695,23.75,2.12,514647.0,14295.75,0,15,Low,Standard Monitoring,76,50,Normal,Business,8902-7767-6745,OUGP6601R,2023-12-14
CUSR-100162,Anvi Malhotra,35,Lucknow,Personal Loan,1554798,129566.5,606,51.54,-44.28,967353.0,26870.92,3,69,High,🛡️ Wellness: Savings Protection,21,46,Normal,Self-Employed,1692-5706-8100,NOWP7570S,2021-09-02
CUSR-100163,Sara Malhotra,44,Pune,Credit Card,3311726,275977.17,813,14.44,-7.61,158531.0,6605.46,15,54,High,Standard Monitoring,68,76,Normal,Business,7581-9431-4403,LGIP6999G,2019-02-22
CUSR-100164,Krishna Gupta,41,Lucknow,Auto Loan,1712584,142715.33,840,31.05,4.09,580026.0,16111.83,1,20,Low,Standard Monitoring,84,94,Normal,Self-Employed,2805-7904-2463,YVAP2398X,2022-04-01
CUSR-100165,Ishani Kapoor,37,Chennai,Auto Loan,3600258,300021.5,653,68.01,-38.27,1020853.0,85071.08,0,63,High,🛡️ Wellness: Savings Protection,61,56,Normal,Business,3768-5533-6712,BYBP8245X,2019-01-19
CUSR-100166,Myra Joshi,40,Lucknow,Home Loan,3911613,325967.75,806,23.02,2.4,2280752.0,63354.22,11,42,Medium,Standard Monitoring,70,83,Normal,Self-Employed,3542-8794-3103,FLUP1951L,2020-03-02
CUSR-100167,Aarav Verma,42,Hyderabad,Personal Loan,2047710,170642.5,677,55.01,-27.27,1779844.0,49440.11,4,59,High,Standard Monitoring,82,42,Normal,Self-Employed,3202-6437-9046,EXKP4743I,2022-03-04
CUSR-100168,Ananya Joshi,45,Jaipur,Auto Loan,1836447,153037.25,630,51.2,-36.12,3268568.0,90793.56,1,57,High,🛡️ Wellness: Savings Protection,28,70,Normal,Salaried,2286-5668-5139,TQMP2686M,2018-06-28
CUSR-100169,Ananya Reddy,61,Pune,Gold Loan,4834890,402907.5,826,96.96,-6.0,3578649.0,298220.75,3,87,Critical,🔒 Shield: Limit Cap at 96%,21,92,Victim of Circumstance,Self-Employed,4403-4638-2823,KKRP2630D,2017-10-28
CUSR-100170,Aditya Bose,47,Bangalore,Credit Card,4213473,351122.75,633,60.97,-47.52,1452979.0,121081.58,3,88,Critical,🛡️ Wellness: Savings Protection,78,11,Strategic Defaulter,Self-Employed,2075-8095-1871,OOJP5003R,2024-05-13
CUSR-100171,Sara Chatterjee,62,Kolkata,Home Loan,1433262,119438.5,654,97.37,-7.63,3928456.0,163685.67,4,87,Critical,🔒 Shield: Limit Cap at 97%,20,77,Victim of Circumstance,Salaried,5020-7287-8161,RTDP8893X,2016-11-16
CUSR-100172,Aditya Aggarwal,47,Lucknow,Auto Loan,3834877,319573.08,648,89.97,-13.97,3873686.0,107602.39,2,57,High,🔒 Shield: Limit Cap at 89%,30,92,Victim of Circumstance,Salaried,9860-1110-4598,BVNP4363G,2020-10-24
CUSR-100173,Aadhya Gupta,26,Kolkata,Auto Loan,1309884,109157.0,684,14.97,8.68,1562794.0,26046.57,1,13,Low,Standard Monitoring,56,82,Normal,Salaried,2867-8279-3488,DXFP9693C,2024-05-30
CUSR-100174,Krishna Sharma,47,Lucknow,Credit Card,3052608,254384.0,816,92.45,-8.03,4397486.0,73291.43,2,53,High,🔒 Shield: Limit Cap at 92%,76,88,Normal,Business,3195-8521-9212,XJIP4487C,2023-04-24
CUSR-100175,Myra Aggarwal,23,Kolkata,Gold Loan,4747896,395658.0,793,57.61,-48.97,3308834.0,137868.08,4,88,Critical,🛡️ Wellness: Savings Protection,78,26,Strategic Defaulter,Business,8435-3390-3314,YXVP7673L,2019-07-24
CUSR-100176,Ananya Chatterjee,22,Ahmedabad,Gold Loan,1950606,162550.5,783,41.75,9.88,2558646.0,42644.1,2,27,Low,Standard Monitoring,23,78,Victim of Circumstance,Self-Employed,1770-2841-1527,ORQP7961Y,2020-09-07
CUSR-100177,Aditya Bose,25,Bangalore,Credit Card,585900,48825.0,800,44.35,-23.55,133802.0,5575.08,3,49,High,Standard Monitoring,27,60,Normal,Business,7047-9217-2458,VAAP3712I,2021-05-08
CUSR-100178,Kabir Singh,39,Mumbai,Credit Card,2503428,208619.0,615,21.73,6.59,1045864.0,29051.78,1,16,Low,Standard Monitoring,65,80,Normal,Salaried,7267-6086-3809,CQTP5072C,2018-01-08
CUSR-100179,Sai Singh,29,Lucknow,Personal Loan,3054055,254504.58,728,22.11,2.82,1109730.0,46238.75,1,16,Low,Standard Monitoring,89,67,Normal,Self-Employed,4480-9181-2403,VRLP3219Q,2021-10-23
CUSR-100180,Vihaan Reddy,35,Kolkata,Credit Card,4743471,395289.25,603,52.22,-38.3,539038.0,14973.28,3,64,High,🛡️ Wellness: Savings Protection,65,93,Normal,Self-Employed,4963-1130-1528,YFAP5448H,2020-10-20
CUSR-100181,Krishna Bose,57,Jaipur,Home Loan,1362407,113533.92,720,19.16,5.38,3346187.0,139424.46,0,13,Low,Standard Monitoring,63,33,Strategic Defaulter,Salaried,9982-6189-9804,GATP8523S,2020-09-18
CUSR-100182,Ishaan Reddy,23,Delhi,Credit Card,3632996,302749.67,652,44.49,-24.82,1335391.0,55641.29,2,48,High,Standard Monitoring,82,74,Normal,Salaried,7033-6385-9643,QCVP1842J,2017-01-27
CUSR-100183,Krishna Aggarwal,49,Bangalore,Home Loan,3923435,326952.92,744,44.11,4.39,1737578.0,144798.17,1,25,Low,Standard Monitoring,24,31,Normal,Salaried,7403-5368-3573,VJRP9392I,2024-06-14
CUSR-100184,Riya Joshi,29,Kolkata,Home Loan,2073803,172816.92,712,28.31,3.05,2562894.0,106787.25,20,66,High,📞 Call Riya Joshi: Salary Delay Relief,24,30,Normal,Business,5998-8648-3641,UMWP6359M,2017-01-27
CUSR-100185,Aarav Deshmukh,61,Jaipur,Home Loan,3671984,305998.67,649,90.91,-10.38,1741924.0,29032.07,2,55,High,🔒 Shield: Limit Cap at 90%,43,67,Normal,Business,4491-2125-4900,KCDP6754R,2018-01-03
CUSR-100186,Krishna Singh,63,Ahmedabad,Gold Loan,2914938,242911.5,780,11.24,-6.23,235815.0,9825.62,11,42,Medium,Standard Monitoring,44,79,Normal,Self-Employed,7771-1592-3481,ECVP1195K,2021-10-25
CUSR-100187,Kabir Malhotra,57,Ahmedabad,Gold Loan,4306696,358891.33,797,44.2,10.07,543032.0,22626.33,2,28,Low,Standard Monitoring,38,74,Victim of Circumstance,Self-Employed,3303-7624-4978,EOXP3101P,2020-01-04
CUSR-100188,Saanvi Nair,57,Hyderabad,Auto Loan,4423425,368618.75,672,29.6,6.33,701674.0,29236.42,2,22,Low,Standard Monitoring,69,63,Normal,Self-Employed,2675-2623-2193,NJXP1343R,2019-08-18
CUSR-100189,Diya Reddy,26,Lucknow,Home Loan,4247097,353924.75,646,22.22,6.43,298014.0,4966.9,0,14,Low,Standard Monitoring,40,73,Normal,Self-Employed,9390-8505-3855,PWXP9814R,2025-01-05
CUSR-100190,Sara Reddy,38,Jaipur,Personal Loan,1141996,95166.33,629,91.8,-6.28,3355855.0,55930.92,0,47,High,🔒 Shield: Limit Cap at 91%,38,45,Normal,Self-Employed,9002-4379-6817,RHUP3140D,2021-10-17
CUSR-100191,Myra Iyer,57,Delhi,Credit Card,3571576,297631.33,691,57.78,-39.76,1498062.0,24967.7,4,70,High,🛡️ Wellness: Savings Protection,45,53,Normal,Business,4093-8867-6628,LLNP8227O,2019-05-14
CUSR-100192,Arjun Sharma,42,Ahmedabad,Auto Loan,956325,79693.75,611,40.84,-28.27,2878471.0,79957.53,3,51,High,Standard Monitoring,66,50,Normal,Self-Employed,2745-5729-3656,FQBP5960U,2024-01-12
CUSR-100193,Myra Reddy,25,Ahmedabad,Personal Loan,1319756,109979.67,720,19.97,4.88,2188969.0,60804.69,0,13,Low,Standard Monitoring,52,32,Normal,Self-Employed,5775-1968-9970,BXDP6449C,2019-12-08
CUSR-100194,Ishaan Aggarwal,43,Chennai,Gold Loan,4581936,381828.0,811,97.88,-8.23,2713372.0,45222.87,0,87,Critical,🔒 Shield: Limit Cap at 97%,83,38,Strategic Defaulter,Business,6262-1335-2205,FGTP6729F,2018-05-28
CUSR-100195,Shaurya Reddy,33,Kolkata,Credit Card,1854923,154576.92,688,37.68,3.0,2230659.0,92944.12,1,23,Low,Standard Monitoring,91,97,Normal,Salaried,9298-1095-2665,YHSP1775I,2023-11-10
CUSR-100196,Ishaan Verma,59,Bangalore,Auto Loan,449076,37423.0,839,22.15,3.12,757664.0,63138.67,23,71,High,📞 Call Ishaan Verma: Salary Delay Relief,82,22,Strategic Defaulter,Self-Employed,7323-1555-8823,PHOP9725B,2018-10-15
CUSR-100197,Sai Chatterjee,54,Hyderabad,Home Loan,4069323,339110.25,700,67.41,-15.19,2941072.0,122544.67,1,47,High,Standard Monitoring,33,33,Normal,Self-Employed,3536-6636-6803,SLRP4820H,2020-12-08
CUSR-100198,Ananya Patel,53,Bangalore,Home Loan,3666083,305506.92,787,29.9,4.25,3969579.0,110266.08,1,19,Low,Standard Monitoring,45,79,Normal,Self-Employed,7369-8994-9405,QIUP6046U,2020-09-21
CUSR-100199,Shaurya Joshi,45,Mumbai,Credit Card,1974821,164568.42,605,33.82,8.1,814406.0,33933.58,0,19,Low,Standard Monitoring,50,96,Normal,Salaried,2211-7704-3243,FJWP6350H,2019-11-04
CUSR-100200,Diya Reddy,57,Mumbai,Home Loan,4098490,341540.83,618,24.05,5.29,3171473.0,88096.47,1,17,Low,Standard Monitoring,35,38,Normal,Self-Employed,6351-2945-3788,RTFP1830Y,2019-07-12
CUSR-100201,Saanvi Joshi,52,Jaipur,Home Loan,2439537,203294.75,625,19.76,2.11,3197240.0,88812.22,0,13,Low,Standard Monitoring,51,50,Normal,Business,9328-9590-1440,EDQP6721G,2022-06-23
CUSR-100202,Sai Verma,34,Bangalore,Home Loan,4205529,350460.75,716,13.89,6.77,3002560.0,83404.44,2,16,Low,Standard Monitoring,78,66,Normal,Self-Employed,9725-6179-9996,EUMP4806B,2024-11-20
CUSR-100203,Sai Iyer,29,Pune,Auto Loan,4131876,344323.0,840,21.71,11.69,3074035.0,128084.79,2,19,Low,Standard Monitoring,81,96,Normal,Self-Employed,4500-4125-7339,CWMP4165J,2021-10-22
CUSR-100204,Riya Bose,29,Ahmedabad,Auto Loan,2127000,177250.0,616,16.68,6.64,1961837.0,54495.47,1,14,Low,Standard Monitoring,68,82,Normal,Self-Employed,1927-9596-3428,FCYP1818R,2016-11-20
CUSR-100205,Ananya Malhotra,59,Delhi,Personal Loan,4981602,415133.5,711,12.66,11.29,689013.0,28708.88,0,10,Low,Standard Monitoring,39,82,Victim of Circumstance,Business,8785-7545-1507,MPOP2317H,2019-08-03
CUSR-100206,Ishani Bose,54,Ahmedabad,Auto Loan,2614484,217873.67,727,10.59,11.67,1470926.0,24515.43,2,14,Low,Standard Monitoring,65,96,Normal,Self-Employed,5591-1983-6159,SKLP5644H,2024-07-11
CUSR-100207,Kiara Joshi,63,Chennai,Gold Loan,1655829,137985.75,668,16.41,3.3,3310960.0,91971.11,1,14,Low,Standard Monitoring,38,49,Normal,Self-Employed,2650-6129-5305,XDMP4481M,2019-08-04
CUSR-100208,Kiara Sharma,24,Kolkata,Gold Loan,3036897,253074.75,804,29.21,4.65,3904377.0,325364.75,2,22,Low,Standard Monitoring,63,61,Normal,Salaried,4687-4186-8543,COBP1501C,2021-11-06
CUSR-100209,Kabir Chatterjee,43,Jaipur,Gold Loan,1850782,154231.83,755,16.6,-4.78,2246482.0,93603.42,18,60,High,📞 Call Kabir Chatterjee: Salary Delay Relief,24,79,Victim of Circumstance,Salaried,9971-8230-2388,WHVP1321Q,2023-12-25
CUSR-100210,Ananya Sharma,44,Bangalore,Home Loan,3288274,274022.83,827,27.03,2.73,4268297.0,355691.42,2,21,Low,Standard Monitoring,93,72,Normal,Self-Employed,1031-7239-2271,XRCP4913B,2021-01-29
CUSR-100211,Ishaan Iyer,30,Pune,Gold Loan,2901322,241776.83,689,28.84,-3.09,640054.0,53337.83,21,72,High,📞 Call Ishaan Iyer: Salary Delay Relief,40,80,Normal,Self-Employed,1125-1278-4404,HFGP3522Y,2018-06-12
CUSR-100212,Sai Chatterjee,64,Kolkata,Credit Card,3476137,289678.08,619,24.1,4.56,4608006.0,192000.25,2,20,Low,Standard Monitoring,94,88,Normal,Salaried,5122-6286-7008,WGUP6608C,2020-01-18
CUSR-100213,Kiara Nair,47,Hyderabad,Personal Loan,2035798,169649.83,841,11.6,10.29,2779836.0,77217.67,1,12,Low,Standard Monitoring,26,79,Victim of Circumstance,Self-Employed,5363-1847-2575,JUMP8002U,2017-08-27
CUSR-100214,Ishani Singh,23,Hyderabad,Personal Loan,1685696,140474.67,843,18.23,5.96,4685239.0,390436.58,1,15,Low,Standard Monitoring,51,53,Normal,Self-Employed,1017-2423-8880,ABEP2904D,2019-02-04
CUSR-100215,Myra Iyer,34,Chennai,Auto Loan,3932606,327717.17,649,43.63,-28.71,2840587.0,47343.12,1,48,High,Standard Monitoring,80,76,Normal,Business,4824-2664-6403,XQXP7224O,2017-10-27
CUSR-100216,Kabir Kapoor,64,Delhi,Credit Card,1396830,116402.5,675,88.44,-9.23,1826884.0,152240.33,2,53,High,🔒 Shield: Limit Cap at 88%,83,57,Normal,Self-Employed,5470-8972-1919,FRJP7098N,2020-01-18
CUSR-100217,Sara Patel,50,Kolkata,Gold Loan,2416437,201369.75,638,23.79,10.91,4924502.0,205187.58,2,20,Low,Standard Monitoring,50,77,Normal,Business,4143-4649-4599,CQYP7135K,2021-07-27
CUSR-100218,Kabir Nair,48,Bangalore,Personal Loan,4384748,365395.67,616,49.84,-28.48,3343760.0,55729.33,4,58,High,Standard Monitoring,84,51,Normal,Self-Employed,9834-2120-1433,TYNP6426E,2021-03-15
CUSR-100219,Shaurya Nair,62,Chennai,Home Loan,520763,43396.92,707,20.79,3.91,3458947.0,144122.79,1,16,Low,Standard Monitoring,93,52,Normal,Business,9231-8254-4558,DNJP9780A,2023-09-10
CUSR-100220,Ishaan Deshmukh,59,Chennai,Credit Card,3630434,302536.17,658,68.67,-27.86,2040738.0,170061.5,1,57,High,Standard Monitoring,51,87,Normal,Salaried,5803-9118-4697,CJXP4872I,2017-05-30
CUSR-100221,Ishaan Kapoor,27,Hyderabad,Home Loan,1161799,96816.58,801,37.67,10.82,3681237.0,153384.88,0,20,Low,Standard Monitoring,35,81,Victim of Circumstance,Business,8438-2400-9900,CPKP4639T,2016-11-14
CUSR-100222,Vihaan Verma,56,Hyderabad,Auto Loan,4212471,351039.25,709,43.02,6.75,1416366.0,39343.5,1,25,Low,Standard Monitoring,57,54,Normal,Business,1305-1691-4221,VYXP4759E,2018-09-24
CUSR-100223,Sai Reddy,27,Lucknow,Personal Loan,2674514,222876.17,706,17.01,10.91,360290.0,6004.83,2,17,Low,Standard Monitoring,41,45,Normal,Business,4350-8438-4385,CPWP6183U,2022-09-28
CUSR-100224,Aadhya Reddy,63,Ahmedabad,Credit Card,2334568,194547.33,721,18.38,4.47,4148911.0,115247.53,0,12,Low,Standard Monitoring,65,52,Normal,Salaried,5371-1332-3933,FTWP5623B,2019-04-23
CUSR-100225,Saanvi Chatterjee,60,Kolkata,Home Loan,1466655,122221.25,763,37.37,3.98,1290440.0,107536.67,0,20,Low,Standard Monitoring,38,94,Victim of Circumstance,Salaried,8056-8273-8187,YFOP2337A,2022-11-21
CUSR-100226,Anvi Chatterjee,60,Jaipur,Personal Loan,4604508,383709.0,717,14.13,9.11,4436450.0,369704.17,1,13,Low,Standard Monitoring,47,49,Normal,Self-Employed,3042-6768-1735,TVEP4115N,2024-09-13
CUSR-100227,Riya Nair,25,Mumbai,Personal Loan,2203258,183604.83,696,32.7,11.76,1589749.0,44159.69,1,21,Low,Standard Monitoring,38,41,Normal,Self-Employed,9136-8571-9925,DYIP5618L,2019-08-09
