customer_id,name,age,city,product_type,annual_income,credit_score,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-100208,Ishani Deshmukh,29,Bangalore,Credit Card,2498206,697,Self-Employed,1514-4841-6310,SXLP4718C,2017-11-20
CUSR-100209,Ishaan Bose,42,Chennai,Home Loan,4574402,809,Self-Employed,5134-4727-5356,TPSP6060M,2024-09-15
CUSR-100210,Aaryan Joshi,49,Chennai,Credit Card,2509218,773,Business,5488-2273-2803,QCBP1070V,2016-09-20
CUSR-100211,Sara Kapoor,35,Pune,Auto Loan,1773178,828,Salaried,1730-5240-3795,RGAP1844A,2017-12-10
CUSR-100212,Ishani Singh,37,Chennai,Credit Card,1612239,653,Self-Employed,2453-2195-2136,WDSP2629L,2023-12-08
CUSR-100213,Saanvi Aggarwal,52,Kolkata,Gold Loan,4835141,774,Self-Employed,1301-7131-4385,ATGP8520Y,2020-01-18
CUSR-100214,Riya Nair,61,Jaipur,Credit Card,2784016,835,Business,5622-5348-4883,WHSP7986B,2017-03-17
CUSR-100215,Kabir Patel,50,Lucknow,Home Loan,2215042,650,Self-Employed,4986-1057-1428,LWMP5078C,2021-07-31
CUSR-100216,Diya Patel,33,Lucknow,Credit Card,1083902,794,Salaried,4577-8081-7933,JMJP9710R,2022-10-24
CUSR-100217,Kabir Verma,25,Jaipur,Auto Loan,1650011,684,Business,4770-3005-4838,IJJP4056N,2024-11-26
CUSR-100218,Ishani Singh,62,Ahmedabad,Gold Loan,764907,659,Business,9796-7441-7937,SRPP1216M,2023-08-20
CUSR-100219,Kiara Joshi,51,Kolkata,Home Loan,1607094,826,Salaried,2559-9427-1444,XFOP9991Y,2023-06-03
CUSR-100220,Aadhya Iyer,37,Jaipur,Personal Loan,1384923,799,Self-Employed,3383-4686-7027,LJLP4894G,2020-01-17
CUSR-100221,Myra Deshmukh,53,Chennai,Home Loan,3825004,693,Salaried,4001-6915-8386,MLBP4258D,2019-09-29
CUSR-100222,Myra Bose,61,Bangalore,Auto Loan,2305784,845,Business,9754-5204-6005,JJMP3264U,2020-08-09
CUSR-100223,Ananya Singh,23,Jaipur,Auto Loan,3540430,830,Business,8980-2898-9267,PYXP4759U,2020-05-20
CUSR-100224,Kiara Chatterjee,29,Jaipur,Personal Loan,1530320,831,Salaried,9167-6993-9095,MADP3771K,2020-09-15
CUSR-100225,Riya Deshmukh,41,Hyderabad,Home Loan,2964810,797,Business,2609-1074-3658,MTLP8885Q,2024-08-07
CUSR-100226,Sara Kapoor,64,Pune,Credit Card,1333821,688,Self-Employed,9455-9702-9590,UXDP1259X,2016-12-06
CUSR-100227,Aditya Deshmukh,36,Chennai,Auto Loan,424596,796,Business,5310-2954-4489,UGJP9005E,2019-06-25
CUSR-100228,Arjun Iyer,48,Pune,Auto Loan,4536210,649,Self-Employed,9132-3201-9027,RIPP7699L,2021-10-06
CUSR-100229,Aaryan Sharma,22,Lucknow,Credit Card,484667,704,Self-Employed,9261-8593-1059,NENP7319B,2022-06-14
CUSR-100230,Aarav Patel,60,Bangalore,Gold Loan,2515516,691,Self-Employed,7840-4828-6020,YVGP4837X,2017-11-13
CUSR-100231,Vihaan Patel,34,Pune,Personal Loan,1707044,771,Self-Employed,9820-4651-3296,WYKP5039R,2024-09-14
CUSR-100232,Ananya Iyer,64,Chennai,Gold Loan,2579444,758,Business,7379-7330-2858,RGLP6255M,2020-03-11
CUSR-100233,Ishani Sharma,24,Ahmedabad,Home Loan,4447530,811,Business,1109-4302-4837,ULXP1361Y,2019-02-19
CUSR-100234,Aditya Singh,36,Ahmedabad,Gold Loan,3695112,704,Self-Employed,2348-3116-2883,ISRP8696H,2022-06-08
CUSR-100235,Ishaan Nair,52,Lucknow,Auto Loan,1324865,662,Self-Employed,2316-2618-3094,RURP8820J,2020-05-18
CUSR-100236,Krishna Bose,49,Mumbai,Home Loan,2737264,794,Self-Employed,6581-4527-4221,QHSP3267X,2022-07-20
CUSR-100237,Aarav Malhotra,42,Delhi,Home Loan,3505227,777,Self-Employed,4193-9239-5430,LLYP5082J,2019-06-21
CUSR-100238,Ishani Bose,43,Lucknow,Credit Card,2308158,692,Self-Employed,7862-1264-7040,PAHP1582T,2016-11-25
CUSR-100239,Kiara Iyer,41,Pune,Home Loan,1399813,743,Business,7626-3607-2611,CUJP8261I,2024-05-17
CUSR-100240,Arjun Gupta,38,Jaipur,Gold Loan,3661188,680,Self-Employed,3655-9233-4584,SLVP6186Y,2019-04-15
CUSR-100241,Ishaan Malhotra,28,Pune,Personal Loan,1512286,738,Business,8920-5389-5153,AWCP9447O,2024-11-17
CUSR-100242,Aditya Malhotra,50,Lucknow,Gold Loan,4864201,800,Business,2814-3182-5799,FELP6612D,2021-04-19
CUSR-100243,Aaryan Malhotra,32,Bangalore,Credit Card,3737358,691,Business,7528-4403-5488,HMEP9714V,2016-11-06
CUSR-100244,Anvi Sharma,24,Delhi,Auto Loan,1687284,781,Salaried,6271-6896-7662,PAWP2818H,2018-10-19
CUSR-100245,Aaryan Aggarwal,55,Lucknow,Credit Card,1301490,733,Self-Employed,5931-3509-5358,RGTP2597G,2016-07-06
CUSR-100246,Aaryan Reddy,40,Mumbai,Home Loan,413176,652,Self-Employed,5417-7111-7083,BOJP9460M,2021-03-25
CUSR-100247,Sara Bose,28,Pune,Personal Loan,1515035,685,Self-Employed,5300-6533-4289,MGUP1312J,2021-06-26
CUSR-100248,Aaryan Reddy,50,Ahmedabad,Home Loan,1224090,665,Business,4492-1786-9144,MCRP1335V,2021-11-03
CUSR-100249,Ishani Joshi,43,Mumbai,Home Loan,1929342,609,Business,5454-7847-2906,QACP9399C,2018-09-13
CUSR-100250,Ishaan Iyer,31,Kolkata,Gold Loan,1897085,637,Salaried,1165-2733-5279,REUP7809Y,2018-03-13
CUSR-100251,Krishna Deshmukh,39,Jaipur,Home Loan,958644,774,Salaried,8572-1820-9884,AFKP6629O,2017-05-01
CUSR-100252,Riya Sharma,42,Ahmedabad,Credit Card,4853602,834,Salaried,3351-4797-6607,YJOP1827V,2022-01-28
CUSR-100253,Vihaan Aggarwal,29,Jaipur,Home Loan,3013279,751,Salaried,6891-2657-2353,HJOP1027W,2023-12-06
CUSR-100254,Myra Malhotra,31,Mumbai,Personal Loan,4902782,688,Business,5078-5865-8485,DNOP3462F,2020-09-12
CUSR-100255,Ishani Joshi,61,Kolkata,Personal Loan,2248918,839,Salaried,2618-8750-5840,YBRP4085X,2017-02-15
CUSR-100256,Arjun Singh,58,Chennai,Auto Loan,1158859,837,Self-Employed,6778-1664-7327,YFEP2509J,2021-04-27
CUSR-100257,Ananya Patel,26,Jaipur,Home Loan,3142530,817,Business,9311-4667-4805,USCP1379M,2016-08-10
CUSR-100258,Ishani Bose,47,Delhi,Home Loan,1698535,658,Self-Employed,5472-3073-6779,ULSP2816G,2016-08-20
CUSR-100259,Aaryan Sharma,44,Jaipur,Personal Loan,4975906,732,Self-Employed,8207-5986-2690,WQWP7946J,2017-06-24
CUSR-100260,Ishaan Bose,48,Bangalore,Home Loan,3471151,808,Salaried,5726-6967-4820,OVTP3190Q,2018-11-10
CUSR-100261,Saanvi Joshi,24,Lucknow,Home Loan,2841373,737,Salaried,3622-3084-8101,OLBP3693J,2020-01-16
CUSR-100262,Riya Verma,54,Jaipur,Personal Loan,607551,662,Self-Employed,2156-3088-3993,KVWP7355W,2019-06-01
CUSR-100263,Ishaan Nair,55,Mumbai,Auto Loan,2395973,740,Self-Employed,3347-5274-6488,BYKP3063P,2020-09-27
CUSR-100264,Ananya Joshi,59,Pune,Auto Loan,3905652,789,Salaried,4581-4448-5954,WHPP5875U,2019-08-05
CUSR-100265,Arjun Bose,31,Chennai,Credit Card,3241908,677,Self-Employed,4919-5837-6081,KRSP5916C,2023-03-01
CUSR-100266,Aditya Aggarwal,22,Chennai,Home Loan,4568949,728,Business,7421-5444-7369,FINP6209R,2018-11-18
CUSR-100267,Saanvi Chatterjee,58,Hyderabad,Personal Loan,4608698,620,Salaried,3872-7724-8067,DYFP7174E,2024-10-29
CUSR-100268,Aaryan Sharma,53,Delhi,Personal Loan,1390927,759,Business,9517-1756-4791,QLAP9308H,2022-03-11
CUSR-100269,Sara Verma,26,Kolkata,Gold Loan,4958763,795,Business,7605-8906-1760,UJLP1227Y,2023-10-21
CUSR-100270,Ananya Malhotra,32,Jaipur,Home Loan,2418062,827,Salaried,6980-1076-5463,LPMP7567P,2020-01-12
CUSR-100271,Krishna Reddy,27,Mumbai,Gold Loan,2257604,626,Salaried,8954-8170-7681,MQPP5948Q,2017-02-21
CUSR-100272,Aarav Verma,23,Chennai,Personal Loan,2996410,623,Business,9478-1367-1927,NSGP1477J,2016-09-04
CUSR-100273,Myra Sharma,51,Hyderabad,Gold Loan,2942512,746,Self-Employed,1651-1293-5659,BPRP3861A,2020-02-01
CUSR-100274,Aarav Kapoor,24,Jaipur,Credit Card,4322538,688,Self-Employed,5157-9158-2878,SYIP5084P,2017-12-27
CUSR-100275,Krishna Nair,54,Jaipur,Gold Loan,2399093,724,Salaried,6225-3903-2286,MXEP4235A,2019-01-23
CUSR-100276,Ananya Aggarwal,26,Chennai,Auto Loan,1262561,750,Salaried,4292-9851-9483,EOAP7843O,2017-12-05
CUSR-100277,Aarav Reddy,54,Hyderabad,Auto Loan,893759,701,Salaried,1771-7212-9640,YBYP3196W,2020-04-15
CUSR-100278,Sara Iyer,57,Hyderabad,Home Loan,2310114,689,Salaried,8599-8882-7324,EIRP9025X,2023-12-27
CUSR-100279,Anvi Patel,52,Hyderabad,Gold Loan,701685,824,Self-Employed,4653-3630-6534,WYIP2055Y,2024-10-14
CUSR-100280,Aditya Kapoor,60,Bangalore,Home Loan,2211033,723,Salaried,5164-9868-3724,HFQP2421E,2017-06-28
CUSR-100281,Shaurya Bose,42,Chennai,Auto Loan,4997501,775,Business,5251-3782-2491,YQFP2112V,2018-04-23
CUSR-100282,Diya Patel,49,Bangalore,Personal Loan,2883288,691,Business,7354-4651-5197,ABXP7048O,2018-06-20
CUSR-100283,Ananya Patel,34,Delhi,Gold Loan,2554275,649,Salaried,7318-5110-6250,RXDP5664B,2024-02-06
CUSR-100284,Anvi Malhotra,61,Kolkata,Personal Loan,3097227,687,Business,6415-1275-8847,MSLP3211I,2016-03-15
CUSR-100285,Ishani Joshi,53,Mumbai,Gold Loan,3236096,812,Salaried,3605-4302-3787,SYMP3756B,2020-01-24
CUSR-100286,Ishani Deshmukh,46,Delhi,Home Loan,1136944,642,Self-Employed,8180-8924-7088,CLOP7651I,2024-10-15
CUSR-100287,Kiara Verma,64,Pune,Gold Loan,2427553,631,Self-Employed,9976-6941-7297,EADP1476X,2024-06-09
CUSR-100288,Aarav Malhotra,42,Lucknow,Auto Loan,3931910,832,Business,6984-8884-8183,GDUP7258K,2020-04-19
CUSR-100289,Ishaan Nair,38,Hyderabad,Credit Card,2219079,735,Self-Employed,3615-1360-1257,KOSP3108K,2018-10-31
CUSR-100290,Diya Kapoor,48,Ahmedabad,Personal Loan,1449402,842,Self-Employed,9235-2787-1427,QEGP5785U,2017-09-11
CUSR-100291,Saanvi Reddy,54,Hyderabad,Personal Loan,1373249,704,Salaried,1680-3783-6474,UQYP3361C,2017-04-06
CUSR-100292,Riya Joshi,26,Delhi,Personal Loan,2265227,803,Salaried,1013-2254-3457,ULNP8374J,2019-11-21
CUSR-100293,Shaurya Chatterjee,35,Pune,Gold Loan,4051340,725,Self-Employed,9297-4282-6157,PCVP8041B,2025-02-14
CUSR-100294,Ishaan Nair,34,Kolkata,Home Loan,1712585,746,Self-Employed,8560-8041-6538,MQXP6385Q,2022-03-26
CUSR-100295,Anvi Sharma,28,Ahmedabad,Credit Card,3832094,638,Self-Employed,9843-4935-1880,YDNP2643N,2023-04-22
CUSR-100296,Aditya Gupta,32,Jaipur,Auto Loan,1551634,615,Salaried,4687-5875-9189,KKRP4351R,2019-05-08
CUSR-100297,Aarav Gupta,46,Jaipur,Auto Loan,4405045,779,Salaried,9841-9649-5761,ULUP3350T,2024-09-04
CUSR-100298,Anvi Kapoor,55,Kolkata,Gold Loan,3673815,805,Business,3086-6094-2222,LQCP7553N,2020-11-30
CUSR-100299,Kiara Reddy,40,Bangalore,Gold Loan,1936850,736,Business,5124-6904-8557,GBEP8743T,2021-07-21
CUSR-100300,Anvi Deshmukh,34,Kolkata,Personal Loan,3473922,662,Business,7397-3319-9166,WVTP7501I,2021-01-21
CUSR-100301,Ishani Bose,28,Lucknow,Home Loan,2759678,630,Salaried,9871-9425-7021,LWVP5913E,2023-10-16
CUSR-100302,Anvi Gupta,46,Ahmedabad,Gold Loan,1682739,826,Self-Employed,3916-2246-5075,WFHP4941Q,2019-12-17
CUSR-100303,Arjun Joshi,35,Jaipur,Auto Loan,2982959,808,Business,6779-9687-9138,HQCP6739D,2024-12-30
CUSR-100304,Kabir Aggarwal,55,Mumbai,Credit Card,3482016,628,Business,4141-4565-1505,QOTP6567G,2021-06-09
CUSR-100305,Sara Chatterjee,22,Mumbai,Personal Loan,2585492,624,Self-Employed,6225-8104-5342,KGRP7467C,2017-06-16
CUSR-100306,Ishani Joshi,51,Chennai,Gold Loan,2210984,770,Salaried,5697-7487-5142,ACYP6455F,2022-09-02
CUSR-100307,Kabir Malhotra,29,Pune,Home Loan,699442,715,Business,6296-2589-5626,ILDP1091E,2022-05-18
CUSR-100308,Anvi Gupta,58,Lucknow,Gold Loan,1973642,640,Self-Employed,5219-5869-6037,BBKP8693V,2021-03-26
CUSR-100309,Shaurya Joshi,37,Kolkata,Home Loan,4198547,605,Self-Employed,6539-4736-8045,EWWP6863I,2024-05-29
CUSR-100310,Myra Verma,58,Mumbai,Credit Card,2500262,605,Salaried,3460-5914-8409,LRJP1293S,2024-05-30
CUSR-100311,Ishaan Patel,24,Bangalore,Credit Card,4586055,600,Self-Employed,3642-8678-5180,WWIP5354K,2019-11-09
CUSR-100312,Aditya Deshmukh,54,Delhi,Personal Loan,3328712,741,Self-Employed,3746-2784-8216,GYPP5174L,2022-02-26
CUSR-100313,Sai Gupta,44,Bangalore,Gold Loan,920591,600,Salaried,2728-5520-8651,AVLP3930K,2023-10-24
CUSR-100314,Kabir Kapoor,31,Ahmedabad,Auto Loan,3783896,813,Business,8910-7794-3856,PRRP8281Q,2019-05-14
CUSR-100315,Arjun Aggarwal,54,Bangalore,Gold Loan,520874,765,Business,5322-4141-4692,AMRP3533J,2017-06-26
CUSR-100316,Krishna Malhotra,37,Chennai,Auto Loan,2439045,662,Salaried,2750-9596-5220,IAGP2806O,2024-02-21
CUSR-100317,Shaurya Verma,45,Chennai,Credit Card,1151036,747,Business,8595-3559-5339,BPHP5111G,2024-05-12
CUSR-100318,Aaryan Deshmukh,40,Pune,Auto Loan,4381124,634,Salaried,2799-2361-4984,NQAP6976Q,2018-01-26
CUSR-100319,Ishaan Patel,38,Pune,Credit Card,2462806,635,Business,2142-6810-7901,KSAP2755R,2020-02-18
CUSR-100320,Ananya Bose,61,Lucknow,Credit Card,4036669,823,Salaried,1108-9230-2530,RCHP9408I,2017-10-28
CUSR-100321,Aarav Gupta,25,Bangalore,Gold Loan,698468,768,Business,3789-7974-8525,FKIP4102Y,2023-03-01
CUSR-100322,Anvi Verma,62,Delhi,Auto Loan,3211906,693,Business,8633-6016-1044,USRP4529R,2022-09-24
CUSR-100323,Anvi Chatterjee,26,Jaipur,Home Loan,940084,638,Self-Employed,5601-2463-5310,FDOP4738U,2017-03-04
CUSR-100324,Aaryan Chatterjee,28,Kolkata,Credit Card,492445,824,Salaried,2599-7382-9622,YLJP7768N,2016-04-05
CUSR-100325,Myra Iyer,57,Mumbai,Gold Loan,1580177,699,Self-Employed,9086-7165-8864,QUEP2076G,2021-06-29
CUSR-100326,Aaryan Aggarwal,61,Jaipur,Gold Loan,2707998,725,Salaried,3328-2613-9784,IMEP9187H,2022-06-30
CUSR-100327,Shaurya Deshmukh,52,Delhi,Gold Loan,1669354,828,Salaried,9997-9131-4592,EYAP8015F,2024-02-19
CUSR-100328,Myra Aggarwal,31,Kolkata,Auto Loan,4888412,756,Self-Employed,9777-7520-7752,BDKP6102F,2019-06-23
CUSR-100329,Sara Joshi,26,Jaipur,Personal Loan,2158858,717,Self-Employed,9429-9581-1052,TKCP2795B,2023-08-23
CUSR-100330,Kabir Sharma,52,Chennai,Personal Loan,4846192,753,Self-Employed,9785-9421-2020,KJYP7737X,2016-10-08
CUSR-100331,Sara Singh,55,Ahmedabad,Auto Loan,765643,601,Self-Employed,7101-9370-2940,IYEP2366L,2022-04-05
CUSR-100332,Aarav Joshi,61,Ahmedabad,Credit Card,1683698,791,Self-Employed,5511-1546-9559,QWIP9811B,2024-10-08
CUSR-100333,Myra Bose,58,Bangalore,Auto Loan,4896314,769,Salaried,1721-8255-3376,PNGP4453Y,2023-06-15
CUSR-100334,Diya Reddy,38,Delhi,Credit Card,1147278,624,Self-Employed,3566-8771-3515,EOHP7047D,2020-04-12
CUSR-100335,Aadhya Nair,34,Ahmedabad,Gold Loan,2037152,798,Business,5230-4253-5502,LJXP9894H,2023-11-10
CUSR-100336,Ananya Verma,57,Ahmedabad,Gold Loan,1005760,788,Business,4274-4911-6180,IHSP2314N,2023-12-08
CUSR-100337,Myra Chatterjee,22,Kolkata,Auto Loan,2877473,642,Business,5826-3735-8012,OOHP7235F,2017-07-29
CUSR-100338,Saanvi Deshmukh,47,Jaipur,Personal Loan,4814704,812,Salaried,2299-7928-9106,RQDP5609G,2022-10-20
CUSR-100339,Arjun Aggarwal,22,Mumbai,Home Loan,2054321,609,Business,4733-5754-5373,DLEP5494X,2018-10-14
CUSR-100340,Krishna Singh,38,Lucknow,Home Loan,1547674,726,Salaried,8636-1475-6552,UMWP5780D,2021-03-04
CUSR-100341,Kabir Singh,27,Pune,Credit Card,436833,651,Business,2451-9825-8457,HRNP9390Q,2018-10-11
CUSR-100342,Vihaan Patel,57,Mumbai,Personal Loan,4032872,798,Salaried,3799-4660-9345,SGIP7964X,2021-06-15
CUSR-100343,Sai Joshi,62,Bangalore,Personal Loan,2786936,721,Self-Employed,7814-9872-7211,AVFP3299D,2021-08-18
CUSR-100344,Arjun Nair,44,Pune,Auto Loan,3424960,839,Business,5612-1072-2685,VYAP5143K,2020-01-27
CUSR-100345,Sai Joshi,33,Mumbai,Personal Loan,734261,823,Salaried,4973-1448-4562,BNHP7104G,2020-08-06
CUSR-100346,Vihaan Nair,54,Mumbai,Personal Loan,3514751,640,Self-Employed,4180-7014-5872,JOIP5336Y,2017-04-22
CUSR-100347,Ishani Malhotra,24,Chennai,Auto Loan,2743943,665,Salaried,3444-5334-1024,UMMP1124Q,2024-02-02
CUSR-100348,Vihaan Singh,51,Hyderabad,Personal Loan,1470979,640,Self-Employed,3689-3435-7958,VVRP7715Y,2021-04-05
CUSR-100349,Ananya Nair,61,Chennai,Home Loan,4023074,789,Business,8366-2411-7189,GAKP9499C,2022-02-06
CUSR-100350,Krishna Reddy,53,Jaipur,Auto Loan,1744816,738,Salaried,4381-2448-9372,HICP2880K,2016-04-26
CUSR-100351,Aaryan Reddy,57,Bangalore,Credit Card,3870972,767,Salaried,5494-5270-3618,OCIP8008V,2018-05-17
CUSR-100352,Saanvi Verma,46,Chennai,Credit Card,526533,759,Self-Employed,1892-9696-2543,NDHP8374N,2019-06-15
CUSR-100353,Sai Iyer,50,Hyderabad,Gold Loan,3737066,663,Self-Employed,6284-9250-5415,AUNP8628E,2024-01-12
CUSR-100354,Aadhya Patel,51,Pune,Auto Loan,3812124,625,Salaried,2218-2791-5270,FEFP3283P,2016-03-22
CUSR-100355,Krishna Singh,63,Chennai,Gold Loan,1899647,670,Salaried,4498-9652-8050,CPBP7691P,2017-06-21
CUSR-100356,Aaryan Patel,38,Bangalore,Credit Card,1688284,816,Business,3020-3814-4336,VPOP6698R,2016-05-07
CUSR-100357,Myra Patel,43,Lucknow,Gold Loan,4798158,617,Business,3683-1541-2996,RWLP4832C,2019-09-13
CUSR-100358,Shaurya Joshi,53,Jaipur,Credit Card,3575163,808,Business,3918-8878-3370,DGGP5965T,2018-08-01
CUSR-100359,Aditya Kapoor,57,Ahmedabad,Home Loan,1936010,601,Salaried,9399-3217-2087,LYUP4638L,2022-06-04
CUSR-100360,Anvi Kapoor,27,Jaipur,Personal Loan,3366961,769,Business,1530-8762-6860,MAPP9204K,2024-11-28
CUSR-100361,Ishaan Gupta,57,Jaipur,Gold Loan,1632851,657,Self-Employed,8882-5872-1213,UWQP8150L,2019-06-16
CUSR-100362,Sai Bose,63,Jaipur,Credit Card,2236779,679,Salaried,3822-5916-8072,JMDP7709G,2020-04-29
CUSR-100363,Vihaan Gupta,52,Chennai,Credit Card,3500306,666,Business,5204-5750-9239,IDRP8000Q,2023-09-28
CUSR-100364,Diya Verma,57,Jaipur,Credit Card,4815806,770,Business,3265-3715-2446,EUXP4941F,2022-09-16
CUSR-100365,Sara Gupta,55,Kolkata,Gold Loan,2958223,774,Salaried,1075-1327-2589,VKCP7106O,2021-07-30
CUSR-100366,Sai Nair,24,Hyderabad,Gold Loan,4338761,611,Business,1232-5901-6799,FXBP3445U,2023-10-28
CUSR-100367,Aadhya Aggarwal,56,Chennai,Auto Loan,750972,783,Salaried,3667-5573-7378,RHRP5694O,2016-10-12
CUSR-100368,Saanvi Joshi,58,Jaipur,Auto Loan,3018616,659,Business,4241-1694-2741,YQYP2444D,2023-04-28
CUSR-100369,Sai Nair,30,Ahmedabad,Auto Loan,2755455,839,Business,4365-1829-3755,QQFP5378T,2019-08-19
CUSR-100370,Ananya Deshmukh,59,Kolkata,Gold Loan,2970957,678,Salaried,8642-2029-8207,UDDP2890T,2020-02-22
CUSR-100371,Riya Chatterjee,27,Bangalore,Home Loan,4553192,836,Self-Employed,6543-5632-6128,QPGP5108D,2022-12-07
CUSR-100372,Saanvi Joshi,53,Bangalore,Home Loan,2029376,698,Business,8301-7979-8901,RQTP7470Q,2024-08-10
CUSR-100373,Sai Bose,54,Ahmedabad,Personal Loan,4009745,673,Self-Employed,7606-2411-7693,VGCP9657E,2023-12-16
CUSR-100374,Kiara Patel,28,Kolkata,Gold Loan,3337519,831,Self-Employed,1160-6465-6707,VGKP5672A,2022-08-22
CUSR-100375,Krishna Kapoor,41,Kolkata,Auto Loan,2177996,711,Self-Employed,1666-4477-8292,FKSP7049J,2017-05-09
CUSR-100376,Ishani Malhotra,32,Jaipur,Credit Card,3261939,776,Business,4797-2604-3855,IBGP1131S,2017-04-14
CUSR-100377,Anvi Patel,32,Pune,Home Loan,686341,763,Salaried,9917-2573-2037,KYXP9295H,2023-12-25
CUSR-100378,Aaryan Joshi,41,Pune,Gold Loan,2418662,800,Salaried,3910-4789-4044,TEIP5713B,2019-06-28
CUSR-100379,Ishani Gupta,55,Pune,Gold Loan,3387844,708,Self-Employed,8523-1634-8746,OGAP8896V,2017-03-03
CUSR-100380,Myra Bose,43,Chennai,Auto Loan,2678534,771,Self-Employed,1487-5014-6857,GLMP1298Q,2017-10-29
CUSR-100381,Aditya Verma,43,Mumbai,Auto Loan,2724936,660,Salaried,7380-1276-9352,WGPP5900Q,2023-09-15
CUSR-100382,Kiara Chatterjee,52,Chennai,Home Loan,2837391,704,Salaried,8407-1030-7244,CKKP4692J,2023-07-07
CUSR-100383,Aditya Reddy,26,Jaipur,Auto Loan,4358575,747,Business,8467-6247-4844,HMOP3605V,2019-10-08
CUSR-100384,Ananya Chatterjee,57,Pune,Home Loan,3026859,604,Salaried,8839-1244-2926,QLIP8474Y,2017-07-25
CUSR-100385,Anvi Bose,31,Bangalore,Credit Card,1122591,729,Salaried,7501-7985-1024,BEGP5953H,2016-12-26
CUSR-100386,Ishaan Joshi,33,Mumbai,Credit Card,3679020,816,Self-Employed,6274-2430-8034,PBVP2125S,2022-02-07
CUSR-100387,Diya Joshi,24,Delhi,Gold Loan,688017,622,Business,6880-3595-3405,WYUP2653M,2016-07-09
CUSR-100388,Ishani Bose,64,Ahmedabad,Credit Card,4832751,696,Self-Employed,6806-4739-3725,XDRP3989S,2020-05-28
CUSR-100389,Saanvi Verma,43,Delhi,Credit Card,3633200,639,Salaried,5938-3982-5728,TXLP1737N,2024-11-04
CUSR-100390,Kiara Sharma,56,Chennai,Auto Loan,1111604,787,Salaried,5190-8430-2803,FUDP4888D,2016-10-26
CUSR-100391,Kabir Gupta,64,Pune,Personal Loan,4851848,841,Self-Employed,4297-3846-3272,IXQP6825N,2019-07-12
CUSR-100392,Sara Sharma,62,Hyderabad,Personal Loan,1126812,798,Business,1280-3953-3002,JBEP6136H,2018-03-15
CUSR-100393,Sai Kapoor,28,Kolkata,Credit Card,4522391,829,Business,8672-7665-4329,XIOP5570T,2020-12-09
CUSR-100394,Aaryan Joshi,42,Lucknow,Personal Loan,3532418,606,Salaried,5166-1104-3020,IXDP5588K,2023-08-14
CUSR-100395,Aaryan Iyer,31,Bangalore,Gold Loan,1763184,722,Salaried,5609-3748-2325,WLVP7768O,2023-11-17
CUSR-100396,Aadhya Deshmukh,54,Hyderabad,Home Loan,1896187,614,Salaried,2142-3408-3131,NJUP8066W,2020-11-02
CUSR-100397,Vihaan Malhotra,62,Lucknow,Personal Loan,1446241,836,Business,1148-8430-1468,NRSP1969D,2022-07-10
CUSR-100398,Diya Iyer,52,Delhi,Auto Loan,4486826,664,Salaried,2284-9635-9019,DVMP9530Q,2021-05-23
CUSR-100399,Riya Aggarwal,64,Lucknow,Personal Loan,3017673,807,Salaried,5189-3500-1057,ROCP7358I,2024-10-23
CUSR-100400,Sai Joshi,58,Mumbai,Gold Loan,4961769,697,Salaried,7488-9475-8030,YCUP2375T,2016-06-14
CUSR-100401,Ishaan Patel,34,Ahmedabad,Auto Loan,3920485,838,Salaried,2782-3160-4818,RMIP1154Q,2021-04-20
CUSR-100402,Aaryan Verma,59,Mumbai,Gold Loan,4575688,798,Self-Employed,4606-9505-1266,CSBP2980N,2022-03-19
CUSR-100403,Ananya Verma,45,Delhi,Credit Card,3448266,805,Salaried,8903-2102-6198,FCDP6833J,2024-01-05
CUSR-100404,Myra Sharma,23,Kolkata,Credit Card,983937,832,Self-Employed,4843-4844-5277,HKMP3784E,2019-03-12
CUSR-100405,Kiara Malhotra,30,Ahmedabad,Personal Loan,908377,731,Salaried,9359-3930-6611,MPPP2082E,2022-05-26
CUSR-100406,Aditya Nair,54,Hyderabad,Personal Loan,427997,658,Business,4074-7619-8254,XFEP4183P,2024-11-25
CUSR-100407,Ishaan Joshi,48,Mumbai,Home Loan,1040034,700,Business,8304-8604-7979,NLSP2509R,2017-02-23
CUSR-100408,Ishani Malhotra,49,Jaipur,Gold Loan,1246666,604,Business,1858-8980-7970,GLOP1127L,2023-04-18
CUSR-100409,Ananya Malhotra,34,Bangalore,Auto Loan,1774009,718,Self-Employed,3537-5826-1931,YBLP5368U,2016-02-23
CUSR-100410,Aadhya Malhotra,53,Ahmedabad,Auto Loan,711546,682,Business,4014-7547-4262,FHNP6602G,2024-06-21
CUSR-100411,Ishaan Deshmukh,55,Lucknow,Home Loan,4996761,727,Self-Employed,5394-6182-8932,HTLP9690O,2023-08-16
CUSR-100412,Kabir Deshmukh,59,Pune,Personal Loan,2331913,706,Self-Employed,6511-2259-2096,IJIP3607M,2021-07-25
CUSR-100413,Aarav Deshmukh,42,Kolkata,Auto Loan,1204764,826,Self-Employed,6863-2739-2591,FFEP6281S,2021-04-10
CUSR-100414,Anvi Nair,42,Lucknow,Home Loan,4632102,670,Salaried,2952-6610-2201,FMOP9785W,2022-08-08
CUSR-100415,Shaurya Bose,23,Pune,Auto Loan,1130198,776,Salaried,8124-7928-9590,IGCP1166D,2019-07-19
CUSR-100416,Aarav Kapoor,38,Delhi,Auto Loan,1340259,684,Salaried,9022-4740-2193,SLHP4029R,2024-05-04
